date,time,datetime,depth_m,salinity_ppt,ph,do_mg_l,turb_ntu,chl_ug_l,t_c
7/7/15,16:30:09,7/7/15 16:30,0.761,0.1,9.53,16.14,2.1,1.3,27.37
7/7/15,16:45:09,7/7/15 16:45,0.725,0.1,9.52,16.18,2.4,1.7,27.27
7/7/15,17:00:09,7/7/15 17:00,0.694,0.1,9.51,16.12,2.6,1.6,27.15
7/7/15,17:15:10,7/7/15 17:15,0.663,0.1,9.5,16.1,2.9,1.4,27.07
7/7/15,17:30:10,7/7/15 17:30,0.632,0.1,9.5,16.05,2.8,1.9,26.99
7/7/15,17:45:10,7/7/15 17:45,0.602,0.1,9.5,16.01,2.9,1.2,26.91
7/7/15,18:00:10,7/7/15 18:00,0.574,0.1,9.49,15.92,3,2.2,26.84
7/7/15,18:15:09,7/7/15 18:15,0.548,0.1,9.49,15.85,3,1.6,26.76
7/7/15,18:30:10,7/7/15 18:30,0.524,0.1,9.48,15.73,2.9,1.6,26.68
7/7/15,18:45:10,7/7/15 18:45,0.501,0.1,9.47,15.59,3.1,1.8,26.61
7/7/15,19:00:09,7/7/15 19:00,0.481,0.1,9.45,15.39,2.9,1.8,26.53
7/7/15,19:15:09,7/7/15 19:15,0.463,0.1,9.43,15.18,3.1,1.9,26.42
7/7/15,19:30:09,7/7/15 19:30,0.445,0.1,9.41,14.91,3.1,1.7,26.35
7/7/15,19:45:10,7/7/15 19:45,0.433,0.1,9.39,14.69,3,2.2,26.26
7/7/15,20:00:10,7/7/15 20:00,0.428,0.1,9.37,14.38,3,2.3,26.17
7/7/15,20:15:10,7/7/15 20:15,0.425,0.1,9.35,14.1,3.1,1.9,26.12
7/7/15,20:30:10,7/7/15 20:30,0.426,0.1,9.33,13.91,3.1,1.7,26.07
7/7/15,20:45:10,7/7/15 20:45,0.433,0.1,9.32,13.72,3,2.3,26.03
7/7/15,21:00:10,7/7/15 21:00,0.445,0.1,9.3,13.54,3.1,1.6,25.97
7/7/15,21:15:10,7/7/15 21:15,0.463,0.1,9.3,13.36,2.9,2.7,25.95
7/7/15,21:30:10,7/7/15 21:30,0.487,0.1,9.28,13.32,3.1,1.5,25.91
7/7/15,21:45:10,7/7/15 21:45,0.513,0.1,9.26,13.14,2.9,2.7,25.88
7/7/15,22:00:10,7/7/15 22:00,0.54,0.1,9.25,13,3.3,2.1,25.85
7/7/15,22:15:10,7/7/15 22:15,0.575,0.1,9.25,12.93,3.3,2,25.84
7/7/15,22:30:10,7/7/15 22:30,0.615,0.1,9.25,12.9,6.4,2.4,25.84
7/7/15,22:45:10,7/7/15 22:45,0.654,0.1,9.24,12.78,4,2.2,25.85
7/7/15,23:00:10,7/7/15 23:00,0.692,0.1,9.23,12.68,3.6,2,25.86
7/7/15,23:15:09,7/7/15 23:15,0.73,0.1,9.24,12.66,2.6,2,25.89
7/7/15,23:30:10,7/7/15 23:30,0.773,0.1,9.26,12.67,2.5,2.1,25.9
7/7/15,23:45:09,7/7/15 23:45,0.815,0.1,9.25,12.63,2.9,1.5,25.91
